"Dim.1","Dim.2"
1.55710935088453,2.73746662335845
1.55693349038421,2.73708834576319
1.55674094304948,2.73670092586914
1.55676052009549,2.73620593099186
1.55675134291792,2.73566505959248
1.55671979581643,2.73530982340492
1.55661692226742,2.7348589450165
1.5565263227084,2.73429893371392
1.55635627159871,2.73391155414585
1.5564725516073,2.73349086185464
1.55635081914368,2.73297749426534
1.55636108816085,2.73252814719117
1.55592844499104,2.73225655638617
1.55563699606349,2.73188542820997
1.55545854451047,2.73154460679788
1.55556998659924,2.7311747589507
1.55550269257715,2.73075652441665
1.55548972821964,2.73040828272064
1.55524829314279,2.73003499394126
1.55509841779626,2.72975037561282
1.55469224649041,2.72958778713829
1.55459177466325,2.72926316982036
1.54643140536558,2.7289559067111
1.54606378504804,2.72873762603976
1.54590017335959,2.72854896831949
1.5457885116127,2.72827673414855
1.54565843315818,2.72798464360838
1.54565325351944,2.72780848049144
1.54533544714429,2.72770084866302
1.54523490876607,2.72742406125096
1.54515176987538,2.72712335522149
1.54484627449,2.726888435826
1.54467796679167,2.72677400362267
1.54430370616924,2.72658439596104
1.54405745474619,2.7264076168866
1.5438812965739,2.7261976246988
1.54364432668432,2.72609239575241
1.54324062582719,2.7259041589497
1.54312684783805,2.7257299121031
1.54299409628048,2.72554183353768
1.54270844371951,2.72524463880268
1.54230231961217,2.72514553370978
1.54193678887865,2.72516425093367
1.54166670170824,2.72509044937862
1.54121869991196,2.72498775237245
1.54110185388408,2.72492236820959
1.54106632358148,2.72470031702598
1.54080068189884,2.72464806555792
1.54081671179841,2.72458031990575
1.54044959953199,2.72450677759676
1.54017690296186,2.72440875975155
1.53954756787888,2.72422324489445
1.53904960591091,2.72400197928123
1.54885546069801,2.7262077156127
1.54880190716589,2.72613575490316
1.5484161254874,2.72604039664212
1.54816305178591,2.72593800695346
1.54773814275979,2.72582869087304
1.54743721936747,2.72563589867243
1.54728502907245,2.72554127307758
1.54685246366199,2.72546275162253
1.54668344155866,2.72531429510177
1.54628727836295,2.7252673920807
1.54615106326449,2.72513882073481
1.54578495510952,2.72496701571693
1.54550066966682,2.72499883010145
1.54529491709188,2.72489017001824
1.54512610854132,2.72476574973146
1.54475648599136,2.72459197104428
