"Dim.1","Dim.2"
5.9974473805478,-1.14358492749976
5.99009375975099,-1.1418397142329
5.98234104127974,-1.13959057423998
5.97483613241629,-1.13763023799396
5.96664617303131,-1.13491493702682
5.95976539838622,-1.13280873705336
5.95131001393265,-1.13015571794556
5.94320052674988,-1.12723606528702
5.93515114563537,-1.12461132325806
5.92691620932947,-1.12185224444429
5.91859559289526,-1.11899355223258
5.91088356584586,-1.11610833401493
5.90129545094136,-1.11301975781541
5.89192367547539,-1.10943126854506
5.88327769225561,-1.10648182543237
5.8735346389464,-1.10273678810352
5.86554494901296,-1.09955585528974
5.85636285073688,-1.09608787676053
5.84757432623222,-1.09285304972025
5.83870334456604,-1.08897643255244
5.83082598793586,-1.08610434415452
5.82131793721947,-1.08280063547256
5.8125049428954,-1.07907194335586
5.80429134828563,-1.07624202124672
5.79449612226084,-1.07235477560367
5.78577441994522,-1.06886382306702
5.77650281329539,-1.06558229686952
5.76764603843375,-1.06239526477114
5.75755588710245,-1.05828328821556
5.74983002832364,-1.05560530006371
5.74109709850556,-1.05218245043326
5.73213193429024,-1.04870438429153
5.72244645099987,-1.04457071859138
5.71401138326462,-1.04128526692422
5.70469039725548,-1.0373771488389
5.69573140944946,-1.0342398627325
5.68665509328049,-1.03037867885736
5.6769107697632,-1.02601220320175
5.66792653781168,-1.02236766096847
5.65977927275142,-1.01907382769384
5.64982927768739,-1.01491161152417
5.64102127226421,-1.01093856798153
5.63094344723646,-1.00676003830227
5.62172583202344,-1.00335908692489
5.61239723075468,-0.99908438831042
5.60262318945662,-0.994925415161259
5.5937229192012,-0.990883564159532
5.5851579902462,-0.987230253888001
5.5754440666405,-0.982649844894915
5.56695148099118,-0.97912019248986
5.55830725529891,-0.975339122815787
5.54764058217729,-0.970829465762556
5.54012333554335,-0.967655366667862
5.53134763184333,-0.963742707432528
5.52236691683771,-0.959747751422453
5.51350509081334,-0.95569885261318
5.50504396130767,-0.951934709719231
5.49668715252555,-0.947880011629771
5.48772031325549,-0.943995036596066
5.47872360068355,-0.939506709179151
5.46973625818516,-0.934998798696963
5.46122198298655,-0.93080359833971
5.45043950817537,-0.925260716843995
5.44220981487213,-0.921459577826157
5.43154893070548,-0.916248984054029
5.42264454710853,-0.911908667173056
5.41209185157666,-0.90633491910588
5.40201394341452,-0.900880447622432
5.39303966935652,-0.896240455077088
5.38255732734695,-0.890120455269884
5.3733673348427,-0.884986611851161
5.36210917317692,-0.87847855807197
5.35325613436968,-0.873366401772026
5.34233273172897,-0.867122187698221
5.33132723361494,-0.86116981765785
5.32005679018972,-0.854846448596805
5.3088362630579,-0.848577162735151
5.29827904516344,-0.842261669088514
5.28645219691383,-0.835382357549382
5.27512292109061,-0.829107732459059
5.26333741017885,-0.822113601912864
5.25277514396475,-0.816104686934011
5.24050977441096,-0.808446105017306
5.22956323197349,-0.802282782595945
5.2173614513353,-0.795109495403777
5.20647940641736,-0.788838148669288
5.19355578440115,-0.780946281679715
5.18318774214113,-0.774806223916474
5.17005112930231,-0.766936673987455
5.15970255889644,-0.760855192293344
5.14666076265896,-0.753223046569347
5.13580639423774,-0.74664100864036
5.12386680904883,-0.739576614049147
5.11177319966584,-0.732115460033435
5.1014640148959,-0.72576812305978
5.08753585283189,-0.71764409167482
5.07719876746961,-0.711163186131207
5.06613462387219,-0.704459720543154
5.05371085931525,-0.697025727302804
5.04201637614184,-0.689722983025581
5.03105218108709,-0.68280004552434
5.01934633734765,-0.675699362018397
5.00782737519768,-0.668396755596943
4.99586073649827,-0.66117321487078
4.9841922875164,-0.653887228031855
4.97414468741572,-0.647562501563223
4.96249609747002,-0.64021050598906
4.95147611347293,-0.633250066891653
4.94016824821192,-0.625817881230739
4.9289242724945,-0.618741239532147
4.91997771762425,-0.61264059182748
4.90860487404075,-0.605677428607384
4.92185816756315,-0.612449779483895
4.9125508511851,-0.606553487858224
4.90040420074723,-0.598967305885743
4.88941891680471,-0.591821331683476
