"Dim.1","Dim.2"
2.08821294269412,-2.1607073379011
2.08708430978801,-2.1614216854773
2.08579743176357,-2.16214001623022
2.08463756111373,-2.16299291636792
2.08342898758309,-2.16361048492259
2.08219242412006,-2.16429216187439
2.08094518735479,-2.16496265873321
2.07981156585345,-2.16574388071712
2.07857119305628,-2.1662146267974
2.07730824024438,-2.16671750286666
2.07615738191029,-2.16723123445317
2.07515055523468,-2.16751686921215
2.07392371060066,-2.16786376069469
2.07266026533709,-2.16883761431552
2.07134193159038,-2.16913977262529
2.07005433057719,-2.1696505644769
2.06887311674332,-2.17028365198037
2.06777056768439,-2.17061250593851
2.06658747899896,-2.17105747011985
2.06543515753258,-2.17130420640162
2.06432685082262,-2.17178483484099
2.06309985879881,-2.1720001526129
2.06174041400422,-2.17260737502271
2.06032198216794,-2.17318716172725
2.05899646404525,-2.1736603507364
2.05775055551895,-2.17394356504873
2.05632396617988,-2.17430234026679
2.0546328507136,-2.17487879721129
2.05323486343686,-2.17511013842346
2.05151036557306,-2.17586669396072
2.0501025091883,-2.17638724917257
2.04867539666891,-2.17732098107462
2.04720409823668,-2.1776540269505
2.04569477979892,-2.17797691438411
2.04425113867543,-2.17825398754807
2.04254534752787,-2.17904658510055
2.04068573344908,-2.17976884881336
2.03851315446116,-2.18111839819825
2.03663195733721,-2.18170576752593
2.03473533521112,-2.18243538801535
2.03281823002181,-2.18322329055824
2.03110107915429,-2.18411589422496
2.02926091726767,-2.18471677928169
2.02735987009393,-2.18519598240579
2.02538250063616,-2.18576893383868
2.02361927916535,-2.18635994258443
2.0216835967949,-2.18699831783913
2.019383736432,-2.18779433987397
2.01766226585613,-2.1882061231152
2.0157784567621,-2.18863129749034
2.01414916451054,-2.18879423185236
2.01230153530731,-2.18888960393059
2.01015313025638,-2.18909886721028
2.00811759748369,-2.18913208778908
2.00603043068138,-2.18907786189445
2.00372989364768,-2.18946465957487
2.00166207606967,-2.18970936614442
1.99953636392587,-2.19016894026005
1.9972972346484,-2.19042349413151
1.99489622355501,-2.19069280854439
1.99257322529314,-2.19062968973007
1.9901468356756,-2.19095811525
1.98800351952219,-2.19115305830315
1.98601368553541,-2.19093466068173
1.98330880697862,-2.19137391519042
1.98130034859397,-2.19133885395118
1.97902335348507,-2.19193230811908
1.97637481308829,-2.19237873305417
1.97424608962165,-2.19263968018903
1.97238697537919,-2.19259147059257
1.96992690580225,-2.19271991432404
1.96780242546723,-2.19283852118845
1.96526406819579,-2.19308859834024
1.96285046113618,-2.19317237512103
1.96076259220942,-2.19309480859406
1.9586022117687,-2.19332205913907
1.95656799867885,-2.19331045384219
1.95432945140726,-2.19342404513972
1.95205322856025,-2.19331789389399
1.9500096492013,-2.19334851671879
1.94803951444802,-2.19311233663069
1.94571502207456,-2.19330545878673
1.94374647263274,-2.19345606685627
1.93960416150892,-2.16930031338762
1.93818024360456,-2.16818382587989
1.93682395871987,-2.15453100383626
1.93499282354379,-2.15544996169988
1.93264581819316,-2.15356265834241
1.93109883906466,-2.15436904805552
1.92973120323951,-2.15373460730149
1.92869636197814,-2.15302008453283
1.92754778263114,-2.15396070032401
1.92548637509933,-2.14848631454021
1.92383169263723,-2.14860184948178
1.92252812292093,-2.14826903089713
1.92154697503252,-2.14806826709939
1.92021791005506,-2.14787601242931
1.91927973611288,-2.14754430118185
1.91836635905192,-2.14715703435732
1.91725615460332,-2.14694078479352
1.91642438024372,-2.14677979475753
1.91535569274973,-2.14684422201887
1.91416897343181,-2.14672214402721
1.91250155334606,-2.14661538972034
1.91185448488881,-2.14608985172357
1.91136522186443,-2.14547212031498
1.91029112988787,-2.14545357892047
1.90925399860936,-2.14541898979731
1.90833153675607,-2.14527256758737
1.90681548983213,-2.1451016427482
1.90629243356742,-2.14454783036415
1.90555830962246,-2.1440393604384
1.90451738639494,-2.14383608065159
1.90318326206961,-2.14388445277445
1.9022376328465,-2.14362689068547
1.9010641518872,-2.14337114626988
1.90000833204514,-2.14291503927071
1.89909384122321,-2.14222016209824
1.89781731614238,-2.14201813398621
1.89698402375413,-2.14159463387858
1.89540784148853,-2.14162902296355
1.89408748747216,-2.14142496392704
1.89299947288556,-2.14109796387815
1.89231444220613,-2.13887451613447
1.89174811795878,-2.14365350609708
1.89047726447888,-2.14397119880742
1.88921616391179,-2.14389906771742
1.88836600752499,-2.1435371010318
1.88786830777634,-2.14270553327706
1.88684626538052,-2.1426503071219
1.88565293757101,-2.14295974241159
1.88445549545664,-2.14272030042705
1.88355519439538,-2.14238225143617
1.88312380448799,-2.14162228136131
1.88192928914038,-2.1416283537249
1.88060781965065,-2.14180801274881
1.87939042358399,-2.14175709785039
1.87864686273453,-2.14132293752695
1.87795164562513,-2.14069861911958
1.87661386876002,-2.14064136843218
1.87525807395388,-2.14069510926384
1.87438790113636,-2.14049705675476
1.87363013153041,-2.14006819606607
1.8728921649501,-2.13958998538648
1.87165619740206,-2.13947278414422
1.87088157184661,-2.13907257137346
1.86996302023891,-2.1386601128651
1.86927327694437,-2.13817120022403
1.86845401272462,-2.13798754576459
1.86784149671633,-2.13789794582903
1.86725304830181,-2.13720693300531
1.86661217201522,-2.13701340930425
1.86599750502238,-2.13667173460393
1.86516542448744,-2.1366658953871
1.86474939439619,-2.13640919182726
1.8644246196084,-2.13607449448349
1.86404284329832,-2.13560704615212
1.86324945053291,-2.1356498714901
1.8628981712446,-2.13535975298433
