NO_OF_FRAMES	23509
NO_OF_CAMERAS	9
NO_OF_MARKERS	0
FREQUENCY	300
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2023-11-03, 08:13:12.823	321964.51460860
DATA_INCLUDED	3D
MARKER_NAMES
TRAJECTORY_TYPES
Frame	Time	
12659	42.19333	
12660	42.19667	
12661	42.20000	
12662	42.20333	
12663	42.20667	
12664	42.21000	
12665	42.21333	
12666	42.21667	
12667	42.22000	
12668	42.22333	
12669	42.22667	
12670	42.23000	
12671	42.23333	
12672	42.23667	
12673	42.24000	
12674	42.24333	
12675	42.24667	
12676	42.25000	
12677	42.25333	
12678	42.25667	
12679	42.26000	
12680	42.26333	
12681	42.26667	
12682	42.27000	
12683	42.27333	
12684	42.27667	
12685	42.28000	
12686	42.28333	
12687	42.28667	
12688	42.29000	
12689	42.29333	
12690	42.29667	
12691	42.30000	
12692	42.30333	
12693	42.30667	
12694	42.31000	
12695	42.31333	
12696	42.31667	
12697	42.32000	
12698	42.32333	
12699	42.32667	
12700	42.33000	
12701	42.33333	
12702	42.33667	
12703	42.34000	
12704	42.34333	
12705	42.34667	
12706	42.35000	
12707	42.35333	
12708	42.35667	
12709	42.36000	
12710	42.36333	
12711	42.36667	
12712	42.37000	
12713	42.37333	
12714	42.37667	
12715	42.38000	
12716	42.38333	
12717	42.38667	
12718	42.39000	
12719	42.39333	
12720	42.39667	
12721	42.40000	
12722	42.40333	
12723	42.40667	
12724	42.41000	
12725	42.41333	
12726	42.41667	
12727	42.42000	
12728	42.42333	
12729	42.42667	
12730	42.43000	
12731	42.43333	
12732	42.43667	
12733	42.44000	
12734	42.44333	
12735	42.44667	
12736	42.45000	
12737	42.45333	
12738	42.45667	
12739	42.46000	
12740	42.46333	
12741	42.46667	
12742	42.47000	
12743	42.47333	
12744	42.47667	
12745	42.48000	
12746	42.48333	
12747	42.48667	
12748	42.49000	
12749	42.49333	
12750	42.49667	
12751	42.50000	
12752	42.50333	
12753	42.50667	
12754	42.51000	
12755	42.51333	
12756	42.51667	
12757	42.52000	
12758	42.52333	
12759	42.52667	
12760	42.53000	
12761	42.53333	
12762	42.53667	
12763	42.54000	
12764	42.54333	
12765	42.54667	
12766	42.55000	
12767	42.55333	
12768	42.55667	
12769	42.56000	
12770	42.56333	
12771	42.56667	
12772	42.57000	
12773	42.57333	
12774	42.57667	
12775	42.58000	
12776	42.58333	
12777	42.58667	
12778	42.59000	
12779	42.59333	
12780	42.59667	
12781	42.60000	
12782	42.60333	
12783	42.60667	
12784	42.61000	
12785	42.61333	
12786	42.61667	
12787	42.62000	
12788	42.62333	
12789	42.62667	
12790	42.63000	
12791	42.63333	
12792	42.63667	
12793	42.64000	
12794	42.64333	
12795	42.64667	
12796	42.65000	
12797	42.65333	
12798	42.65667	
12799	42.66000	
12800	42.66333	
12801	42.66667	
12802	42.67000	
12803	42.67333	
12804	42.67667	
12805	42.68000	
12806	42.68333	
12807	42.68667	
12808	42.69000	
12809	42.69333	
12810	42.69667	
12811	42.70000	
12812	42.70333	
12813	42.70667	
12814	42.71000	
12815	42.71333	
12816	42.71667	
12817	42.72000	
12818	42.72333	
12819	42.72667	
12820	42.73000	
12821	42.73333	
12822	42.73667	
12823	42.74000	
12824	42.74333	
12825	42.74667	
12826	42.75000	
12827	42.75333	
12828	42.75667	
12829	42.76000	
12830	42.76333	
12831	42.76667	
12832	42.77000	
12833	42.77333	
12834	42.77667	
12835	42.78000	
12836	42.78333	
12837	42.78667	
12838	42.79000	
12839	42.79333	
12840	42.79667	
12841	42.80000	
12842	42.80333	
12843	42.80667	
12844	42.81000	
12845	42.81333	
12846	42.81667	
12847	42.82000	
12848	42.82333	
12849	42.82667	
12850	42.83000	
12851	42.83333	
12852	42.83667	
12853	42.84000	
12854	42.84333	
12855	42.84667	
12856	42.85000	
12857	42.85333	
12858	42.85667	
12859	42.86000	
12860	42.86333	
12861	42.86667	
12862	42.87000	
12863	42.87333	
12864	42.87667	
12865	42.88000	
12866	42.88333	
12867	42.88667	
12868	42.89000	
12869	42.89333	
12870	42.89667	
12871	42.90000	
12872	42.90333	
12873	42.90667	
12874	42.91000	
12875	42.91333	
12876	42.91667	
12877	42.92000	
12878	42.92333	
12879	42.92667	
12880	42.93000	
12881	42.93333	
12882	42.93667	
12883	42.94000	
12884	42.94333	
12885	42.94667	
12886	42.95000	
12887	42.95333	
12888	42.95667	
12889	42.96000	
12890	42.96333	
12891	42.96667	
12892	42.97000	
12893	42.97333	
12894	42.97667	
12895	42.98000	
12896	42.98333	
12897	42.98667	
12898	42.99000	
12899	42.99333	
12900	42.99667	
12901	43.00000	
12902	43.00333	
12903	43.00667	
12904	43.01000	
12905	43.01333	
12906	43.01667	
12907	43.02000	
12908	43.02333	
12909	43.02667	
12910	43.03000	
12911	43.03333	
12912	43.03667	
12913	43.04000	
12914	43.04333	
12915	43.04667	
12916	43.05000	
12917	43.05333	
12918	43.05667	
12919	43.06000	
12920	43.06333	
12921	43.06667	
12922	43.07000	
12923	43.07333	
12924	43.07667	
12925	43.08000	
12926	43.08333	
12927	43.08667	
12928	43.09000	
12929	43.09333	
12930	43.09667	
12931	43.10000	
12932	43.10333	
12933	43.10667	
12934	43.11000	
12935	43.11333	
12936	43.11667	
12937	43.12000	
12938	43.12333	
12939	43.12667	
12940	43.13000	
12941	43.13333	
12942	43.13667	
12943	43.14000	
12944	43.14333	
12945	43.14667	
12946	43.15000	
12947	43.15333	
12948	43.15667	
12949	43.16000	
12950	43.16333	
12951	43.16667	
12952	43.17000	
12953	43.17333	
12954	43.17667	
12955	43.18000	
12956	43.18333	
12957	43.18667	
12958	43.19000	
12959	43.19333	
12960	43.19667	
12961	43.20000	
12962	43.20333	
12963	43.20667	
12964	43.21000	
12965	43.21333	
12966	43.21667	
12967	43.22000	
12968	43.22333	
12969	43.22667	
12970	43.23000	
12971	43.23333	
12972	43.23667	
12973	43.24000	
12974	43.24333	
12975	43.24667	
12976	43.25000	
12977	43.25333	
12978	43.25667	
12979	43.26000	
12980	43.26333	
12981	43.26667	
12982	43.27000	
12983	43.27333	
12984	43.27667	
12985	43.28000	
12986	43.28333	
12987	43.28667	
12988	43.29000	
12989	43.29333	
12990	43.29667	
12991	43.30000	
12992	43.30333	
12993	43.30667	
12994	43.31000	
12995	43.31333	
12996	43.31667	
12997	43.32000	
12998	43.32333	
12999	43.32667	
13000	43.33000	
13001	43.33333	
13002	43.33667	
13003	43.34000	
13004	43.34333	
13005	43.34667	
13006	43.35000	
13007	43.35333	
13008	43.35667	
13009	43.36000	
13010	43.36333	
13011	43.36667	
13012	43.37000	
13013	43.37333	
13014	43.37667	
13015	43.38000	
13016	43.38333	
13017	43.38667	
13018	43.39000	
13019	43.39333	
13020	43.39667	
13021	43.40000	
13022	43.40333	
13023	43.40667	
13024	43.41000	
13025	43.41333	
13026	43.41667	
13027	43.42000	
13028	43.42333	
13029	43.42667	
13030	43.43000	
13031	43.43333	
13032	43.43667	
13033	43.44000	
13034	43.44333	
13035	43.44667	
13036	43.45000	
13037	43.45333	
13038	43.45667	
13039	43.46000	
13040	43.46333	
13041	43.46667	
13042	43.47000	
13043	43.47333	
13044	43.47667	
13045	43.48000	
13046	43.48333	
13047	43.48667	
13048	43.49000	
13049	43.49333	
13050	43.49667	
13051	43.50000	
13052	43.50333	
13053	43.50667	
13054	43.51000	
13055	43.51333	
13056	43.51667	
13057	43.52000	
13058	43.52333	
13059	43.52667	
13060	43.53000	
13061	43.53333	
13062	43.53667	
13063	43.54000	
13064	43.54333	
13065	43.54667	
13066	43.55000	
13067	43.55333	
13068	43.55667	
13069	43.56000	
13070	43.56333	
13071	43.56667	
13072	43.57000	
13073	43.57333	
13074	43.57667	
13075	43.58000	
13076	43.58333	
13077	43.58667	
13078	43.59000	
13079	43.59333	
13080	43.59667	
13081	43.60000	
13082	43.60333	
13083	43.60667	
13084	43.61000	
13085	43.61333	
13086	43.61667	
13087	43.62000	
13088	43.62333	
13089	43.62667	
13090	43.63000	
13091	43.63333	
13092	43.63667	
13093	43.64000	
13094	43.64333	
13095	43.64667	
13096	43.65000	
13097	43.65333	
13098	43.65667	
13099	43.66000	
13100	43.66333	
13101	43.66667	
13102	43.67000	
13103	43.67333	
13104	43.67667	
13105	43.68000	
13106	43.68333	
13107	43.68667	
13108	43.69000	
13109	43.69333	
13110	43.69667	
13111	43.70000	
13112	43.70333	
13113	43.70667	
13114	43.71000	
13115	43.71333	
13116	43.71667	
13117	43.72000	
13118	43.72333	
13119	43.72667	
13120	43.73000	
13121	43.73333	
13122	43.73667	
13123	43.74000	
13124	43.74333	
13125	43.74667	
13126	43.75000	
13127	43.75333	
13128	43.75667	
13129	43.76000	
13130	43.76333	
13131	43.76667	
13132	43.77000	
13133	43.77333	
13134	43.77667	
13135	43.78000	
13136	43.78333	
13137	43.78667	
13138	43.79000	
13139	43.79333	
13140	43.79667	
13141	43.80000	
13142	43.80333	
13143	43.80667	
13144	43.81000	
13145	43.81333	
13146	43.81667	
13147	43.82000	
13148	43.82333	
13149	43.82667	
13150	43.83000	
13151	43.83333	
13152	43.83667	
13153	43.84000	
13154	43.84333	
13155	43.84667	
13156	43.85000	
13157	43.85333	
13158	43.85667	
13159	43.86000	
13160	43.86333	
13161	43.86667	
13162	43.87000	
13163	43.87333	
13164	43.87667	
13165	43.88000	
13166	43.88333	
13167	43.88667	
13168	43.89000	
13169	43.89333	
13170	43.89667	
13171	43.90000	
13172	43.90333	
13173	43.90667	
13174	43.91000	
13175	43.91333	
13176	43.91667	
13177	43.92000	
13178	43.92333	
13179	43.92667	
13180	43.93000	
13181	43.93333	
13182	43.93667	
13183	43.94000	
13184	43.94333	
13185	43.94667	
13186	43.95000	
13187	43.95333	
13188	43.95667	
13189	43.96000	
13190	43.96333	
13191	43.96667	
13192	43.97000	
13193	43.97333	
13194	43.97667	
13195	43.98000	
13196	43.98333	
13197	43.98667	
13198	43.99000	
13199	43.99333	
13200	43.99667	
13201	44.00000	
13202	44.00333	
13203	44.00667	
13204	44.01000	
13205	44.01333	
13206	44.01667	
13207	44.02000	
13208	44.02333	
13209	44.02667	
13210	44.03000	
13211	44.03333	
13212	44.03667	
13213	44.04000	
13214	44.04333	
13215	44.04667	
13216	44.05000	
13217	44.05333	
13218	44.05667	
13219	44.06000	
13220	44.06333	
13221	44.06667	
13222	44.07000	
13223	44.07333	
13224	44.07667	
13225	44.08000	
13226	44.08333	
13227	44.08667	
13228	44.09000	
13229	44.09333	
13230	44.09667	
13231	44.10000	
13232	44.10333	
13233	44.10667	
13234	44.11000	
13235	44.11333	
13236	44.11667	
13237	44.12000	
13238	44.12333	
13239	44.12667	
13240	44.13000	
13241	44.13333	
13242	44.13667	
13243	44.14000	
13244	44.14333	
13245	44.14667	
13246	44.15000	
13247	44.15333	
13248	44.15667	
13249	44.16000	
13250	44.16333	
13251	44.16667	
13252	44.17000	
13253	44.17333	
13254	44.17667	
13255	44.18000	
13256	44.18333	
13257	44.18667	
13258	44.19000	
13259	44.19333	
13260	44.19667	
13261	44.20000	
13262	44.20333	
13263	44.20667	
13264	44.21000	
13265	44.21333	
13266	44.21667	
13267	44.22000	
13268	44.22333	
13269	44.22667	
13270	44.23000	
13271	44.23333	
13272	44.23667	
13273	44.24000	
13274	44.24333	
13275	44.24667	
13276	44.25000	
13277	44.25333	
13278	44.25667	
13279	44.26000	
13280	44.26333	
13281	44.26667	
13282	44.27000	
13283	44.27333	
13284	44.27667	
13285	44.28000	
13286	44.28333	
13287	44.28667	
13288	44.29000	
13289	44.29333	
13290	44.29667	
13291	44.30000	
13292	44.30333	
13293	44.30667	
13294	44.31000	
13295	44.31333	
13296	44.31667	
13297	44.32000	
13298	44.32333	
13299	44.32667	
13300	44.33000	
13301	44.33333	
13302	44.33667	
13303	44.34000	
13304	44.34333	
13305	44.34667	
13306	44.35000	
13307	44.35333	
13308	44.35667	
13309	44.36000	
13310	44.36333	
13311	44.36667	
13312	44.37000	
13313	44.37333	
13314	44.37667	
13315	44.38000	
13316	44.38333	
13317	44.38667	
13318	44.39000	
13319	44.39333	
13320	44.39667	
13321	44.40000	
13322	44.40333	
13323	44.40667	
13324	44.41000	
13325	44.41333	
13326	44.41667	
13327	44.42000	
13328	44.42333	
13329	44.42667	
13330	44.43000	
13331	44.43333	
13332	44.43667	
13333	44.44000	
13334	44.44333	
13335	44.44667	
13336	44.45000	
13337	44.45333	
13338	44.45667	
13339	44.46000	
13340	44.46333	
13341	44.46667	
13342	44.47000	
13343	44.47333	
13344	44.47667	
13345	44.48000	
13346	44.48333	
13347	44.48667	
13348	44.49000	
13349	44.49333	
13350	44.49667	
13351	44.50000	
13352	44.50333	
13353	44.50667	
13354	44.51000	
13355	44.51333	
13356	44.51667	
13357	44.52000	
13358	44.52333	
13359	44.52667	
13360	44.53000	
13361	44.53333	
13362	44.53667	
13363	44.54000	
13364	44.54333	
13365	44.54667	
13366	44.55000	
13367	44.55333	
13368	44.55667	
13369	44.56000	
13370	44.56333	
13371	44.56667	
13372	44.57000	
13373	44.57333	
13374	44.57667	
13375	44.58000	
13376	44.58333	
13377	44.58667	
13378	44.59000	
13379	44.59333	
13380	44.59667	
13381	44.60000	
13382	44.60333	
13383	44.60667	
13384	44.61000	
13385	44.61333	
13386	44.61667	
13387	44.62000	
13388	44.62333	
13389	44.62667	
13390	44.63000	
13391	44.63333	
13392	44.63667	
13393	44.64000	
13394	44.64333	
13395	44.64667	
13396	44.65000	
13397	44.65333	
13398	44.65667	
13399	44.66000	
13400	44.66333	
13401	44.66667	
13402	44.67000	
13403	44.67333	
13404	44.67667	
13405	44.68000	
13406	44.68333	
13407	44.68667	
13408	44.69000	
13409	44.69333	
13410	44.69667	
13411	44.70000	
13412	44.70333	
13413	44.70667	
13414	44.71000	
13415	44.71333	
13416	44.71667	
13417	44.72000	
13418	44.72333	
13419	44.72667	
13420	44.73000	
13421	44.73333	
13422	44.73667	
13423	44.74000	
13424	44.74333	
13425	44.74667	
13426	44.75000	
13427	44.75333	
13428	44.75667	
13429	44.76000	
13430	44.76333	
13431	44.76667	
13432	44.77000	
13433	44.77333	
13434	44.77667	
13435	44.78000	
13436	44.78333	
13437	44.78667	
13438	44.79000	
13439	44.79333	
13440	44.79667	
13441	44.80000	
13442	44.80333	
13443	44.80667	
13444	44.81000	
13445	44.81333	
13446	44.81667	
13447	44.82000	
13448	44.82333	
13449	44.82667	
13450	44.83000	
13451	44.83333	
13452	44.83667	
13453	44.84000	
13454	44.84333	
13455	44.84667	
13456	44.85000	
13457	44.85333	
13458	44.85667	
13459	44.86000	
13460	44.86333	
13461	44.86667	
13462	44.87000	
13463	44.87333	
13464	44.87667	
13465	44.88000	
13466	44.88333	
13467	44.88667	
13468	44.89000	
13469	44.89333	
13470	44.89667	
13471	44.90000	
13472	44.90333	
13473	44.90667	
13474	44.91000	
13475	44.91333	
13476	44.91667	
13477	44.92000	
13478	44.92333	
13479	44.92667	
13480	44.93000	
13481	44.93333	
13482	44.93667	
13483	44.94000	
13484	44.94333	
13485	44.94667	
13486	44.95000	
13487	44.95333	
13488	44.95667	
13489	44.96000	
13490	44.96333	
13491	44.96667	
13492	44.97000	
13493	44.97333	
13494	44.97667	
13495	44.98000	
13496	44.98333	
13497	44.98667	
13498	44.99000	
13499	44.99333	
13500	44.99667	
13501	45.00000	
13502	45.00333	
13503	45.00667	
13504	45.01000	
13505	45.01333	
13506	45.01667	
13507	45.02000	
13508	45.02333	
13509	45.02667	
13510	45.03000	
13511	45.03333	
13512	45.03667	
13513	45.04000	
13514	45.04333	
13515	45.04667	
13516	45.05000	
13517	45.05333	
13518	45.05667	
13519	45.06000	
13520	45.06333	
13521	45.06667	
13522	45.07000	
13523	45.07333	
13524	45.07667	
13525	45.08000	
13526	45.08333	
13527	45.08667	
13528	45.09000	
13529	45.09333	
13530	45.09667	
13531	45.10000	
13532	45.10333	
13533	45.10667	
13534	45.11000	
13535	45.11333	
13536	45.11667	
13537	45.12000	
13538	45.12333	
13539	45.12667	
13540	45.13000	
13541	45.13333	
13542	45.13667	
13543	45.14000	
13544	45.14333	
13545	45.14667	
13546	45.15000	
13547	45.15333	
13548	45.15667	
13549	45.16000	
13550	45.16333	
13551	45.16667	
13552	45.17000	
13553	45.17333	
13554	45.17667	
13555	45.18000	
13556	45.18333	
13557	45.18667	
13558	45.19000	
13559	45.19333	
13560	45.19667	
13561	45.20000	
13562	45.20333	
13563	45.20667	
13564	45.21000	
13565	45.21333	
13566	45.21667	
13567	45.22000	
13568	45.22333	
13569	45.22667	
13570	45.23000	
13571	45.23333	
13572	45.23667	
13573	45.24000	
13574	45.24333	
13575	45.24667	
13576	45.25000	
13577	45.25333	
13578	45.25667	
13579	45.26000	
13580	45.26333	
13581	45.26667	
13582	45.27000	
13583	45.27333	
13584	45.27667	
13585	45.28000	
13586	45.28333	
13587	45.28667	
13588	45.29000	
13589	45.29333	
13590	45.29667	
13591	45.30000	
13592	45.30333	
13593	45.30667	
13594	45.31000	
13595	45.31333	
13596	45.31667	
13597	45.32000	
13598	45.32333	
13599	45.32667	
13600	45.33000	
13601	45.33333	
13602	45.33667	
13603	45.34000	
13604	45.34333	
13605	45.34667	
13606	45.35000	
13607	45.35333	
13608	45.35667	
13609	45.36000	
13610	45.36333	
13611	45.36667	
13612	45.37000	
13613	45.37333	
13614	45.37667	
13615	45.38000	
13616	45.38333	
13617	45.38667	
13618	45.39000	
13619	45.39333	
13620	45.39667	
13621	45.40000	
13622	45.40333	
13623	45.40667	
13624	45.41000	
13625	45.41333	
13626	45.41667	
13627	45.42000	
13628	45.42333	
13629	45.42667	
13630	45.43000	
13631	45.43333	
13632	45.43667	
13633	45.44000	
13634	45.44333	
13635	45.44667	
13636	45.45000	
13637	45.45333	
13638	45.45667	
13639	45.46000	
13640	45.46333	
13641	45.46667	
13642	45.47000	
13643	45.47333	
13644	45.47667	
13645	45.48000	
13646	45.48333	
13647	45.48667	
13648	45.49000	
13649	45.49333	
13650	45.49667	
13651	45.50000	
13652	45.50333	
13653	45.50667	
13654	45.51000	
13655	45.51333	
13656	45.51667	
13657	45.52000	
13658	45.52333	
13659	45.52667	
13660	45.53000	
13661	45.53333	
13662	45.53667	
13663	45.54000	
13664	45.54333	
13665	45.54667	
13666	45.55000	
13667	45.55333	
13668	45.55667	
13669	45.56000	
13670	45.56333	
13671	45.56667	
13672	45.57000	
13673	45.57333	
13674	45.57667	
13675	45.58000	
13676	45.58333	
13677	45.58667	
13678	45.59000	
13679	45.59333	
13680	45.59667	
13681	45.60000	
13682	45.60333	
13683	45.60667	
13684	45.61000	
13685	45.61333	
13686	45.61667	
13687	45.62000	
13688	45.62333	
13689	45.62667	
13690	45.63000	
13691	45.63333	
13692	45.63667	
13693	45.64000	
13694	45.64333	
13695	45.64667	
13696	45.65000	
13697	45.65333	
13698	45.65667	
13699	45.66000	
13700	45.66333	
13701	45.66667	
13702	45.67000	
13703	45.67333	
13704	45.67667	
13705	45.68000	
13706	45.68333	
13707	45.68667	
13708	45.69000	
13709	45.69333	
13710	45.69667	
13711	45.70000	
13712	45.70333	
13713	45.70667	
13714	45.71000	
13715	45.71333	
13716	45.71667	
13717	45.72000	
13718	45.72333	
13719	45.72667	
13720	45.73000	
13721	45.73333	
13722	45.73667	
13723	45.74000	
13724	45.74333	
13725	45.74667	
13726	45.75000	
13727	45.75333	
13728	45.75667	
13729	45.76000	
13730	45.76333	
13731	45.76667	
13732	45.77000	
13733	45.77333	
13734	45.77667	
13735	45.78000	
13736	45.78333	
13737	45.78667	
13738	45.79000	
13739	45.79333	
13740	45.79667	
13741	45.80000	
13742	45.80333	
13743	45.80667	
13744	45.81000	
13745	45.81333	
13746	45.81667	
13747	45.82000	
13748	45.82333	
13749	45.82667	
13750	45.83000	
13751	45.83333	
13752	45.83667	
13753	45.84000	
13754	45.84333	
13755	45.84667	
13756	45.85000	
13757	45.85333	
13758	45.85667	
13759	45.86000	
13760	45.86333	
13761	45.86667	
13762	45.87000	
13763	45.87333	
13764	45.87667	
13765	45.88000	
13766	45.88333	
13767	45.88667	
13768	45.89000	
13769	45.89333	
13770	45.89667	
13771	45.90000	
13772	45.90333	
13773	45.90667	
13774	45.91000	
13775	45.91333	
13776	45.91667	
13777	45.92000	
13778	45.92333	
13779	45.92667	
13780	45.93000	
13781	45.93333	
13782	45.93667	
13783	45.94000	
13784	45.94333	
13785	45.94667	
13786	45.95000	
13787	45.95333	
13788	45.95667	
13789	45.96000	
13790	45.96333	
13791	45.96667	
13792	45.97000	
13793	45.97333	
13794	45.97667	
13795	45.98000	
13796	45.98333	
13797	45.98667	
13798	45.99000	
13799	45.99333	
13800	45.99667	
13801	46.00000	
13802	46.00333	
13803	46.00667	
13804	46.01000	
13805	46.01333	
13806	46.01667	
13807	46.02000	
13808	46.02333	
13809	46.02667	
13810	46.03000	
13811	46.03333	
13812	46.03667	
13813	46.04000	
13814	46.04333	
13815	46.04667	
13816	46.05000	
13817	46.05333	
13818	46.05667	
13819	46.06000	
13820	46.06333	
13821	46.06667	
13822	46.07000	
13823	46.07333	
13824	46.07667	
13825	46.08000	
13826	46.08333	
13827	46.08667	
13828	46.09000	
13829	46.09333	
13830	46.09667	
13831	46.10000	
13832	46.10333	
13833	46.10667	
13834	46.11000	
13835	46.11333	
13836	46.11667	
13837	46.12000	
13838	46.12333	
13839	46.12667	
13840	46.13000	
13841	46.13333	
13842	46.13667	
13843	46.14000	
13844	46.14333	
13845	46.14667	
13846	46.15000	
13847	46.15333	
13848	46.15667	
13849	46.16000	
13850	46.16333	
13851	46.16667	
13852	46.17000	
13853	46.17333	
13854	46.17667	
13855	46.18000	
13856	46.18333	
13857	46.18667	
13858	46.19000	
13859	46.19333	
13860	46.19667	
13861	46.20000	
13862	46.20333	
13863	46.20667	
13864	46.21000	
13865	46.21333	
13866	46.21667	
13867	46.22000	
13868	46.22333	
13869	46.22667	
13870	46.23000	
13871	46.23333	
13872	46.23667	
13873	46.24000	
13874	46.24333	
13875	46.24667	
13876	46.25000	
13877	46.25333	
13878	46.25667	
13879	46.26000	
13880	46.26333	
13881	46.26667	
13882	46.27000	
13883	46.27333	
13884	46.27667	
13885	46.28000	
13886	46.28333	
13887	46.28667	
13888	46.29000	
13889	46.29333	
13890	46.29667	
13891	46.30000	
13892	46.30333	
13893	46.30667	
13894	46.31000	
13895	46.31333	
13896	46.31667	
13897	46.32000	
13898	46.32333	
13899	46.32667	
13900	46.33000	
13901	46.33333	
13902	46.33667	
13903	46.34000	
13904	46.34333	
13905	46.34667	
13906	46.35000	
13907	46.35333	
13908	46.35667	
13909	46.36000	
13910	46.36333	
13911	46.36667	
13912	46.37000	
13913	46.37333	
13914	46.37667	
13915	46.38000	
13916	46.38333	
13917	46.38667	
13918	46.39000	
13919	46.39333	
13920	46.39667	
13921	46.40000	
13922	46.40333	
13923	46.40667	
13924	46.41000	
13925	46.41333	
13926	46.41667	
13927	46.42000	
13928	46.42333	
13929	46.42667	
13930	46.43000	
13931	46.43333	
13932	46.43667	
13933	46.44000	
13934	46.44333	
13935	46.44667	
13936	46.45000	
13937	46.45333	
13938	46.45667	
13939	46.46000	
13940	46.46333	
13941	46.46667	
13942	46.47000	
13943	46.47333	
13944	46.47667	
13945	46.48000	
13946	46.48333	
13947	46.48667	
13948	46.49000	
13949	46.49333	
13950	46.49667	
13951	46.50000	
13952	46.50333	
13953	46.50667	
13954	46.51000	
13955	46.51333	
13956	46.51667	
13957	46.52000	
13958	46.52333	
13959	46.52667	
13960	46.53000	
13961	46.53333	
13962	46.53667	
13963	46.54000	
13964	46.54333	
13965	46.54667	
13966	46.55000	
13967	46.55333	
13968	46.55667	
13969	46.56000	
13970	46.56333	
13971	46.56667	
13972	46.57000	
13973	46.57333	
13974	46.57667	
13975	46.58000	
13976	46.58333	
13977	46.58667	
13978	46.59000	
13979	46.59333	
13980	46.59667	
13981	46.60000	
13982	46.60333	
13983	46.60667	
13984	46.61000	
13985	46.61333	
13986	46.61667	
13987	46.62000	
13988	46.62333	
13989	46.62667	
13990	46.63000	
13991	46.63333	
13992	46.63667	
13993	46.64000	
13994	46.64333	
13995	46.64667	
13996	46.65000	
13997	46.65333	
13998	46.65667	
13999	46.66000	
14000	46.66333	
14001	46.66667	
14002	46.67000	
14003	46.67333	
14004	46.67667	
14005	46.68000	
14006	46.68333	
14007	46.68667	
14008	46.69000	
14009	46.69333	
14010	46.69667	
14011	46.70000	
14012	46.70333	
14013	46.70667	
14014	46.71000	
14015	46.71333	
14016	46.71667	
14017	46.72000	
14018	46.72333	
14019	46.72667	
14020	46.73000	
14021	46.73333	
14022	46.73667	
14023	46.74000	
14024	46.74333	
14025	46.74667	
14026	46.75000	
14027	46.75333	
14028	46.75667	
14029	46.76000	
14030	46.76333	
14031	46.76667	
14032	46.77000	
14033	46.77333	
14034	46.77667	
14035	46.78000	
14036	46.78333	
14037	46.78667	
14038	46.79000	
14039	46.79333	
14040	46.79667	
14041	46.80000	
14042	46.80333	
14043	46.80667	
14044	46.81000	
14045	46.81333	
14046	46.81667	
14047	46.82000	
14048	46.82333	
14049	46.82667	
14050	46.83000	
14051	46.83333	
14052	46.83667	
14053	46.84000	
14054	46.84333	
14055	46.84667	
14056	46.85000	
14057	46.85333	
14058	46.85667	
14059	46.86000	
14060	46.86333	
14061	46.86667	
14062	46.87000	
14063	46.87333	
14064	46.87667	
14065	46.88000	
14066	46.88333	
14067	46.88667	
14068	46.89000	
14069	46.89333	
14070	46.89667	
14071	46.90000	
14072	46.90333	
14073	46.90667	
14074	46.91000	
14075	46.91333	
14076	46.91667	
14077	46.92000	
14078	46.92333	
14079	46.92667	
14080	46.93000	
14081	46.93333	
14082	46.93667	
14083	46.94000	
14084	46.94333	
14085	46.94667	
14086	46.95000	
14087	46.95333	
14088	46.95667	
14089	46.96000	
14090	46.96333	
14091	46.96667	
14092	46.97000	
14093	46.97333	
14094	46.97667	
14095	46.98000	
14096	46.98333	
14097	46.98667	
14098	46.99000	
14099	46.99333	
14100	46.99667	
14101	47.00000	
14102	47.00333	
14103	47.00667	
14104	47.01000	
14105	47.01333	
14106	47.01667	
14107	47.02000	
14108	47.02333	
14109	47.02667	
14110	47.03000	
14111	47.03333	
14112	47.03667	
14113	47.04000	
14114	47.04333	
14115	47.04667	
14116	47.05000	
14117	47.05333	
14118	47.05667	
14119	47.06000	
14120	47.06333	
14121	47.06667	
14122	47.07000	
14123	47.07333	
14124	47.07667	
14125	47.08000	
14126	47.08333	
14127	47.08667	
14128	47.09000	
14129	47.09333	
14130	47.09667	
14131	47.10000	
14132	47.10333	
14133	47.10667	
14134	47.11000	
14135	47.11333	
14136	47.11667	
14137	47.12000	
14138	47.12333	
14139	47.12667	
14140	47.13000	
14141	47.13333	
14142	47.13667	
14143	47.14000	
14144	47.14333	
14145	47.14667	
14146	47.15000	
14147	47.15333	
14148	47.15667	
14149	47.16000	
14150	47.16333	
14151	47.16667	
14152	47.17000	
14153	47.17333	
14154	47.17667	
14155	47.18000	
14156	47.18333	
14157	47.18667	
14158	47.19000	
14159	47.19333	
14160	47.19667	
14161	47.20000	
14162	47.20333	
14163	47.20667	
14164	47.21000	
14165	47.21333	
14166	47.21667	
14167	47.22000	
14168	47.22333	
14169	47.22667	
14170	47.23000	
14171	47.23333	
14172	47.23667	
14173	47.24000	
14174	47.24333	
14175	47.24667	
14176	47.25000	
14177	47.25333	
14178	47.25667	
14179	47.26000	
14180	47.26333	
14181	47.26667	
14182	47.27000	
14183	47.27333	
14184	47.27667	
14185	47.28000	
14186	47.28333	
14187	47.28667	
14188	47.29000	
14189	47.29333	
14190	47.29667	
14191	47.30000	
14192	47.30333	
14193	47.30667	
14194	47.31000	
